gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Ifit3	1.70448418908093e-5	-14.451616593994615	0.226	0.198	0.0340896837816186
Rdh10	1.7399582159037367e-5	-4.8871168232240585	0.113	0.239	0.034799164318074734
Hip1	1.744902697396205e-5	-5.735583331638194	0.188	0.149	0.0348980539479241
Samhd1	1.81463953620494e-5	-15.175087154408171	0.098	0.131	0.0362927907240988
Tyrobp	1.8334761978656374e-5	-17.37929602661637	0.053	0.102	0.036669523957312745
Slc17a8	1.868184036737778e-5	-15.157249451215085	0.391	0.188	0.03736368073475556
Ttyh2	1.977085913401359e-5	-8.581936529325507	0.113	0.06	0.03954171826802718
Ly6c1	1.9967521154877954e-5	-14.813448949271656	0.195	0.118	0.039935042309755905
Ksr2	2.1497669065195222e-5	-13.013768375876756	0.271	0.101	0.04299533813039044
Tshz3	2.1846730639841696e-5	-13.046798722556911	0.271	0.103	0.04369346127968339
Tnni3	2.2477559455045487e-5	-13.12968140511799	0.301	0.187	0.04495511891009098
Ms4a6c	2.4170047502932432e-5	-16.03980379900689	0.09	0.13	0.048340095005864864
Col7a1	2.4524669000837486e-5	-14.180051808048843	0.038	0.193	0.04904933800167497
Snora31	2.4795912318129207e-5	-3.995169139494916	0.075	0.177	0.049591824636258414
Serpina3g	2.482441525509541e-5	-11.424102645487462	0.15	0.108	0.04964883051019082
Pacsin1	2.4984470712999893e-5	2.144697414667651	0.12	0.157	0.04996894142599979
Tnfrsf10b	2.5013864946182825e-5	-14.067447521692639	0.203	0.177	0.050027729892365654
Igf1	2.5144135283559506e-5	-16.165820423616427	0.15	0.092	0.050288270567119014
Klf2	2.5427447205473925e-5	-15.108198035407174	0.128	0.142	0.05085489441094785
Plek	2.6074262588499726e-5	-13.040208037426098	0.15	0.137	0.05214852517699945
Pnpo	2.6191908916129393e-5	-8.948271212104874	0.158	0.157	0.05238381783225879
Gimap4	2.666829520961508e-5	-13.272863142835876	0.023	0.15	0.05333659041923016
Gm24451	2.7155869115441345e-5	-13.516307825022636	0.361	0.161	0.05431173823088269
Itga4	2.7414388226367732e-5	-9.537641085387412	0.323	0.24	0.05482877645273546
Anxa4	2.7945303051692066e-5	-14.745630841614068	0.083	0.114	0.05589060610338413
Zfp36	2.8047313676359953e-5	-13.600957880798441	0.128	0.251	0.0560946273527199
Nkd2	2.8897412984065594e-5	-6.818299220272003	0.083	0.155	0.05779482596813119
Kdm7a	3.113827339269817e-5	-9.803028787589524	0.173	0.227	0.06227654678539633
Dach2	3.115006694998812e-5	-4.571998282446039	0.338	0.148	0.06230013389997624
Wdr38	3.132155631472076e-5	-13.71114072568121	0.008	0.16	0.06264311262944151
Hist1h3c	3.153739080102001e-5	-13.46973959089523	0.038	0.161	0.06307478160204003
Scn5a	3.25236207934698e-5	-4.740833782075736	0.053	0.176	0.0650472415869396
Card9	3.5556835010773345e-5	-8.151901531105525	0.008	0.188	0.07111367002154668
Prc1	3.70087751972962e-5	-12.49717448720291	0.075	0.187	0.0740175503945924
Cyba	3.7171871448833194e-5	-13.197302193044774	0.263	0.392	0.07434374289766639
Rps20	3.743785744097724e-5	-1.5724792527617237	0.624	0.433	0.07487571488195449
Trav9-1	3.755642885701526e-5	-15.202739549762448	0.023	0.261	0.07511285771403052
Med12l	3.772990052629778e-5	-10.872325581655131	0.188	0.205	0.07545980105259556
Igkc	3.7758211991722814e-5	-5.268316521475015	0.09	0.151	0.07551642398344563
Trbv26	3.7845294784209224e-5	-14.62832071751192	0.398	0.205	0.07569058956841845
Cytip	3.819758148243056e-5	-7.446802130931401	0.218	0.301	0.07639516296486112
Hist1h2ae	3.8994862428000684e-5	-18.077593970789984	0.075	0.201	0.07798972485600136
Bst2	4.187804575727605e-5	-15.02027314005303	0.256	0.209	0.0837560915145521
Srgn	4.305859374355091e-5	-14.97244397998752	0.158	0.292	0.08611718748710182
Dctpp1	4.338977485171627e-5	-1.8990470561876625	0.579	0.284	0.08677954970343255
Zdhhc14	4.4472252597156256e-5	-8.143265398373295	0.271	0.202	0.08894450519431252
Fcrl1	4.454437662197883e-5	-14.00548661820326	0.165	0.146	0.08908875324395765
Klf6	4.617409813588242e-5	-12.270948071465305	0.211	0.217	0.09234819627176484
Gm8369	4.776155687688923e-5	-14.134664172613048	0.12	0.086	0.09552311375377846
Zfyve28	4.840399984980036e-5	-10.960959979193076	0.068	0.174	0.09680799969960073
Tbata	4.8948426195282834e-5	-15.630962711494186	0.008	0.103	0.09789685239056567
Adamts6	4.9131184924702756e-5	-11.280694527345625	0.023	0.154	0.0982623698494055
